""	"pathway"	"pathway_members"	"pval"	"fdr"	"n"	"N"	"set_enrichment_score"
"D98"	"3-Methylglutaconic Aciduria Type I"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D99"	"3-Methylglutaconic Aciduria Type III"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D100"	"3-Methylglutaconic Aciduria Type IV"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D107"	"beta-Ketothiolase Deficiency"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D127"	"Maple Syrup Urine Disease"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D128"	"Methylmalonic Aciduria"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D147"	"Propionic Acidemia"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D148"	"3-Methylcrotonyl-CoA Carboxylase Deficiency Type I"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D149"	"Isovaleric Aciduria"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D211"	"Methylmalonate Semialdehyde Dehydrogenase Deficiency"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D245"	"3-Hydroxyisobutyric Acid Dehydrogenase Deficiency"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D246"	"3-Hydroxyisobutyric Aciduria"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D247"	"Isobutyryl-CoA Dehydrogenase Deficiency"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D248"	"Isovaleric Acidemia"	"HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000019;HMDB0000023;HMDB0000202;HMDB0000172;HMDB0000491;HMDB0000208;HMDB0000148;HMDB0000254"	0.132376271128333	0.680543258087612	11	60	0.338383838383838
"D8"	"Inositol Metabolism"	"HMDB0000211;HMDB0000127"	0.13340148223873	0.680543258087612	2	34	0.743727598566308
"D42"	"Tryptophan Metabolism"	"HMDB0000929;HMDB0001200;HMDB0004089;HMDB0000161;HMDB0000684;HMDB0001123;HMDB0000715;HMDB0000208;HMDB0000148;HMDB0000881;HMDB0000232;HMDB0000259;HMDB0000763;HMDB0000197"	0.134890153539215	0.680543258087612	14	61	0.301331285202253
"D317"	"Acetaminophen  Action Pathway"	"HMDB0001859;HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.139126141131606	0.680543258087612	6	72	0.444444444444444
"D336"	"The Oncogenic Action of 2-Hydroxyglutarate"	"HMDB0000243;HMDB0000094;HMDB0000208;HMDB0000254;HMDB0000156;HMDB0000134;HMDB0000148;HMDB0000641;HMDB0059655"	0.145626721878743	0.680543258087612	9	40	0.365591397849462
"D337"	"The Oncogenic Action of Succinate"	"HMDB0000243;HMDB0000094;HMDB0000208;HMDB0000254;HMDB0000156;HMDB0000134;HMDB0059655;HMDB0000162;HMDB0000725"	0.145626721878743	0.680543258087612	9	41	0.365591397849462
"D338"	"The Oncogenic Action of Fumarate"	"HMDB0000243;HMDB0000094;HMDB0000208;HMDB0000254;HMDB0000156;HMDB0059655;HMDB0000162;HMDB0000134;HMDB0000725"	0.145626721878743	0.680543258087612	9	43	0.365591397849462
"D341"	"The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxygluaricaciduria"	"HMDB0000243;HMDB0000094;HMDB0000208;HMDB0000254;HMDB0000156;HMDB0000134;HMDB0000148;HMDB0000641;HMDB0059655"	0.145626721878743	0.680543258087612	9	41	0.365591397849462
"D342"	"The Oncogenic Action of D-2-Hydroxyglutarate in Hydroxygluaricaciduria"	"HMDB0000243;HMDB0000094;HMDB0000208;HMDB0000254;HMDB0000156;HMDB0000134;HMDB0000148;HMDB0000641;HMDB0059655"	0.145626721878743	0.680543258087612	9	42	0.365591397849462
"D25"	"Lysine Degradation"	"HMDB0000182;HMDB0000208;HMDB0000148;HMDB0000510"	0.154949457318128	0.680543258087612	4	27	0.523297491039427
"D150"	"Saccharopinuria/Hyperlysinemia II"	"HMDB0000182;HMDB0000208;HMDB0000148;HMDB0000510"	0.154949457318128	0.680543258087612	4	27	0.523297491039427
"D251"	"Hyperlysinemia I, Familial"	"HMDB0000182;HMDB0000208;HMDB0000148;HMDB0000510"	0.154949457318128	0.680543258087612	4	27	0.523297491039427
"D252"	"Hyperlysinemia II or Saccharopinuria"	"HMDB0000182;HMDB0000208;HMDB0000148;HMDB0000510"	0.154949457318128	0.680543258087612	4	27	0.523297491039427
"D290"	"Pyridoxine Dependency with Seizures"	"HMDB0000182;HMDB0000208;HMDB0000148;HMDB0000510"	0.154949457318128	0.680543258087612	4	27	0.523297491039427
"D324"	"2-Aminoadipic 2-Oxoadipic Aciduria"	"HMDB0000182;HMDB0000208;HMDB0000148;HMDB0000510"	0.154949457318128	0.680543258087612	4	27	0.523297491039427
"D186"	"Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)"	"HMDB0000187;HMDB0000123;HMDB0000696;HMDB0000099;HMDB0000574;HMDB0000271;HMDB0001173;HMDB0001257;HMDB0000050;HMDB0000097;HMDB0000043;HMDB0000092;HMDB0002005;HMDB0000148"	0.164527549016057	0.680543258087612	14	72	0.289554531490015
"D39"	"Starch and Sucrose Metabolism"	"HMDB0000660;HMDB0000163;HMDB0000127"	0.168208740643915	0.680543258087612	3	30	0.586021505376344
"D274"	"Glycogen Synthetase Deficiency"	"HMDB0000660;HMDB0000163;HMDB0000127"	0.168208740643915	0.680543258087612	3	30	0.586021505376344
"D275"	"Glycogenosis, Type III. Cori Disease, Debrancher Glycogenosis"	"HMDB0000660;HMDB0000163;HMDB0000127"	0.168208740643915	0.680543258087612	3	30	0.586021505376344
"D276"	"Glycogenosis, Type IV. Amylopectinosis, Anderson Disease"	"HMDB0000660;HMDB0000163;HMDB0000127"	0.168208740643915	0.680543258087612	3	30	0.586021505376344
"D277"	"Glycogenosis, Type VI. Hers Disease"	"HMDB0000660;HMDB0000163;HMDB0000127"	0.168208740643915	0.680543258087612	3	30	0.586021505376344
"D278"	"Mucopolysaccharidosis VII. Sly Syndrome"	"HMDB0000660;HMDB0000163;HMDB0000127"	0.168208740643915	0.680543258087612	3	30	0.586021505376344
"D279"	"Sucrase-Isomaltase Deficiency"	"HMDB0000660;HMDB0000163;HMDB0000127"	0.168208740643915	0.680543258087612	3	30	0.586021505376344
"D322"	"Methylhistidine Metabolism"	"HMDB0000177;HMDB0000479"	0.177114745719434	0.680543258087612	2	4	0.704301075268817
"D1335"	"Phosphatidylethanolamine Biosynthesis PE(18:0/18:1(9Z))"	"HMDB0008038;HMDB0000187;HMDB0000097;HMDB0008993"	0.179143988171969	0.680543258087612	4	16	0.507168458781362
"D1187"	"Phosphatidylethanolamine Biosynthesis PE(14:0/16:0)"	"HMDB0007869;HMDB0000187;HMDB0000097"	0.179742350672735	0.680543258087612	3	16	0.578853046594982
"D1276"	"Phosphatidylethanolamine Biosynthesis PE(16:0/18:0)"	"HMDB0007970;HMDB0000187;HMDB0000097"	0.179742350672735	0.680543258087612	3	16	0.578853046594982
"D1354"	"Phosphatidylethanolamine Biosynthesis PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0008057;HMDB0000187;HMDB0000097"	0.179742350672735	0.680543258087612	3	16	0.578853046594982
"D339"	"Glutaminolysis and Cancer"	"HMDB0000243;HMDB0000094;HMDB0000208;HMDB0000254;HMDB0000156;HMDB0000134;HMDB0000641;HMDB0000148;HMDB0000191;HMDB0000161;HMDB0000190;HMDB0000687"	0.180929843326158	0.680543258087612	12	45	0.305555555555556
"D5"	"beta-Alanine Metabolism"	"HMDB0000056;HMDB0000479;HMDB0000177;HMDB0000191;HMDB0000026;HMDB0000076;HMDB0000300;HMDB0000208;HMDB0000148;HMDB0000210"	0.186894457865027	0.680543258087612	10	34	0.33010752688172
"D196"	"GABA-Transaminase Deficiency"	"HMDB0000056;HMDB0000479;HMDB0000177;HMDB0000191;HMDB0000026;HMDB0000076;HMDB0000300;HMDB0000208;HMDB0000148;HMDB0000210"	0.186894457865027	0.680543258087612	10	34	0.33010752688172
"D228"	"Carnosinuria, Carnosinemia"	"HMDB0000056;HMDB0000479;HMDB0000177;HMDB0000191;HMDB0000026;HMDB0000076;HMDB0000300;HMDB0000208;HMDB0000148;HMDB0000210"	0.186894457865027	0.680543258087612	10	34	0.33010752688172
"D223"	"Carnitine Synthesis"	"HMDB0000182;HMDB0001325;HMDB0000208;HMDB0000254;HMDB0000123;HMDB0001161;HMDB0000062"	0.187976679705108	0.680543258087612	7	20	0.388888888888889
"D33"	"Nicotinate and Nicotinamide Metabolism"	"HMDB0001406;HMDB0000699;HMDB0004193;HMDB0000855;HMDB0000232;HMDB0000641;HMDB0000148"	0.192045859883254	0.680543258087612	7	38	0.387096774193548
"D10"	"Glutathione Metabolism"	"HMDB0000267;HMDB0000148;HMDB0000574;HMDB0000123;HMDB0000078"	0.24787422673508	0.680543258087612	5	25	0.426523297491039
"D101"	"5-Oxoprolinuria"	"HMDB0000267;HMDB0000148;HMDB0000574;HMDB0000123;HMDB0000078"	0.24787422673508	0.680543258087612	5	25	0.426523297491039
"D114"	"gamma-Glutamyltransferase Deficiency"	"HMDB0000267;HMDB0000148;HMDB0000574;HMDB0000123;HMDB0000078"	0.24787422673508	0.680543258087612	5	25	0.426523297491039
"D184"	"Glutathione Synthetase Deficiency"	"HMDB0000267;HMDB0000148;HMDB0000574;HMDB0000123;HMDB0000078"	0.24787422673508	0.680543258087612	5	25	0.426523297491039
"D232"	"5-Oxoprolinase Deficiency"	"HMDB0000267;HMDB0000148;HMDB0000574;HMDB0000123;HMDB0000078"	0.24787422673508	0.680543258087612	5	25	0.426523297491039
"D233"	"gamma-Glutamyltranspeptidase Deficiency"	"HMDB0000267;HMDB0000148;HMDB0000574;HMDB0000123;HMDB0000078"	0.24787422673508	0.680543258087612	5	25	0.426523297491039
"D36"	"Beta Oxidation of Very Long Chain Fatty Acids"	"HMDB0000638;HMDB0000062;HMDB0000201"	0.248323564260776	0.680543258087612	3	14	0.541218637992832
"D243"	"Adrenoleukodystrophy, X-Linked"	"HMDB0000638;HMDB0000062;HMDB0000201"	0.248323564260776	0.680543258087612	3	14	0.541218637992832
"D244"	"Carnitine-Acylcarnitine Translocase Deficiency"	"HMDB0000638;HMDB0000062;HMDB0000201"	0.248323564260776	0.680543258087612	3	14	0.541218637992832
"D45"	"Androgen and Estrogen Metabolism"	"HMDB0001425;HMDB0001032"	0.249207768975245	0.680543258087612	2	32	0.648745519713262
"D200"	"17-beta Hydroxysteroid Dehydrogenase III Deficiency"	"HMDB0001425;HMDB0001032"	0.249207768975245	0.680543258087612	2	32	0.648745519713262
"D286"	"Aromatase Deficiency"	"HMDB0001425;HMDB0001032"	0.249207768975245	0.680543258087612	2	32	0.648745519713262
"D22"	"Methionine Metabolism"	"HMDB0000187;HMDB0000123;HMDB0000696;HMDB0000099;HMDB0000574;HMDB0000271;HMDB0001173;HMDB0001257;HMDB0000050;HMDB0000097;HMDB0000043;HMDB0000092;HMDB0002005"	0.25135008066879	0.680543258087612	13	43	0.272677143644886
"D109"	"Cystathionine beta-Synthase Deficiency"	"HMDB0000187;HMDB0000123;HMDB0000696;HMDB0000099;HMDB0000574;HMDB0000271;HMDB0001173;HMDB0001257;HMDB0000050;HMDB0000097;HMDB0000043;HMDB0000092;HMDB0002005"	0.25135008066879	0.680543258087612	13	43	0.272677143644886
"D138"	"S-Adenosylhomocysteine (SAH) Hydrolase Deficiency"	"HMDB0000187;HMDB0000123;HMDB0000696;HMDB0000099;HMDB0000574;HMDB0000271;HMDB0001173;HMDB0001257;HMDB0000050;HMDB0000097;HMDB0000043;HMDB0000092;HMDB0002005"	0.25135008066879	0.680543258087612	13	43	0.272677143644886
"D143"	"Methionine Adenosyltransferase Deficiency"	"HMDB0000187;HMDB0000123;HMDB0000696;HMDB0000099;HMDB0000574;HMDB0000271;HMDB0001173;HMDB0001257;HMDB0000050;HMDB0000097;HMDB0000043;HMDB0000092;HMDB0002005"	0.25135008066879	0.680543258087612	13	43	0.272677143644886
"D144"	"Glycine N-Methyltransferase Deficiency"	"HMDB0000187;HMDB0000123;HMDB0000696;HMDB0000099;HMDB0000574;HMDB0000271;HMDB0001173;HMDB0001257;HMDB0000050;HMDB0000097;HMDB0000043;HMDB0000092;HMDB0002005"	0.25135008066879	0.680543258087612	13	43	0.272677143644886
"D187"	"Hypermethioninemia"	"HMDB0000187;HMDB0000123;HMDB0000696;HMDB0000099;HMDB0000574;HMDB0000271;HMDB0001173;HMDB0001257;HMDB0000050;HMDB0000097;HMDB0000043;HMDB0000092;HMDB0002005"	0.25135008066879	0.680543258087612	13	43	0.272677143644886
"D289"	"Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type"	"HMDB0000187;HMDB0000123;HMDB0000696;HMDB0000099;HMDB0000574;HMDB0000271;HMDB0001173;HMDB0001257;HMDB0000050;HMDB0000097;HMDB0000043;HMDB0000092;HMDB0002005"	0.25135008066879	0.680543258087612	13	43	0.272677143644886
"D38"	"Citric Acid Cycle"	"HMDB0000243;HMDB0000094;HMDB0000208;HMDB0000254;HMDB0000134;HMDB0000156"	0.258861758853049	0.680543258087612	6	33	0.388888888888889
"D268"	"Congenital Lactic Acidosis"	"HMDB0000243;HMDB0000094;HMDB0000208;HMDB0000254;HMDB0000134;HMDB0000156"	0.258861758853049	0.680543258087612	6	33	0.388888888888889
"D269"	"Fumarase Deficiency"	"HMDB0000243;HMDB0000094;HMDB0000208;HMDB0000254;HMDB0000134;HMDB0000156"	0.258861758853049	0.680543258087612	6	33	0.388888888888889
"D270"	"Mitochondrial Complex II Deficiency"	"HMDB0000243;HMDB0000094;HMDB0000208;HMDB0000254;HMDB0000134;HMDB0000156"	0.258861758853049	0.680543258087612	6	33	0.388888888888889
"D271"	"2-Ketoglutarate Dehydrogenase Complex Deficiency"	"HMDB0000243;HMDB0000094;HMDB0000208;HMDB0000254;HMDB0000134;HMDB0000156"	0.258861758853049	0.680543258087612	6	33	0.388888888888889
"D272"	"Pyruvate Dehydrogenase Deficiency (E3)"	"HMDB0000243;HMDB0000094;HMDB0000208;HMDB0000254;HMDB0000134;HMDB0000156"	0.258861758853049	0.680543258087612	6	33	0.388888888888889
"D273"	"Pyruvate Dehydrogenase Deficiency (E2)"	"HMDB0000243;HMDB0000094;HMDB0000208;HMDB0000254;HMDB0000134;HMDB0000156"	0.258861758853049	0.680543258087612	6	33	0.388888888888889
"D9"	"Cysteine Metabolism"	"HMDB0000148;HMDB0000996;HMDB0000208;HMDB0000243;HMDB0000574"	0.268896873485335	0.680543258087612	5	26	0.417562724014337
"D231"	"beta-Mercaptolactate-Cysteine Disulfiduria"	"HMDB0000148;HMDB0000996;HMDB0000208;HMDB0000243;HMDB0000574"	0.268896873485335	0.680543258087612	5	26	0.417562724014337
"D327"	"Cystinosis, Ocular Nonnephropathic"	"HMDB0000148;HMDB0000996;HMDB0000208;HMDB0000243;HMDB0000574"	0.268896873485335	0.680543258087612	5	26	0.417562724014337
"D28"	"Sulfate/Sulfite Metabolism"	"HMDB0001425;HMDB0060015"	0.275083056478438	0.680543258087612	2	23	0.630824372759857
"D256"	"Sulfite Oxidase Deficiency"	"HMDB0001425;HMDB0060015"	0.275083056478438	0.680543258087612	2	23	0.630824372759857
"D12"	"Alpha Linolenic Acid and Linoleic Acid Metabolism"	"HMDB0001388;HMDB0006547;HMDB0000673;HMDB0001999;HMDB0002007;HMDB0001043;HMDB0002226;HMDB0002183"	0.275807807493786	0.680543258087612	8	18	0.333781362007168
"D50"	"Arachidonic Acid Metabolism"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	71	0.411111111111111
"D51"	"Piroxicam Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D55"	"Acetylsalicylic Acid Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D56"	"Etodolac Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D57"	"Ketoprofen Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D58"	"Ibuprofen Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	81	0.411111111111111
"D59"	"Rofecoxib Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D63"	"Diclofenac Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D64"	"Sulindac Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D65"	"Celecoxib Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	79	0.411111111111111
"D67"	"Ketorolac Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D69"	"Suprofen Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D70"	"Bromfenac Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D72"	"Indomethacin Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D74"	"Meloxicam Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D76"	"Mefenamic Acid Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D78"	"Oxaprozin Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D79"	"Nabumetone Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D81"	"Valdecoxib Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D83"	"Naproxen Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D169"	"Diflunisal Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D198"	"Leukotriene C4 Synthesis Deficiency"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	71	0.411111111111111
"D299"	"Antipyrine Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D300"	"Antrafenine Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D301"	"Carprofen Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D302"	"Etoricoxib Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D303"	"Fenoprofen Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D304"	"Flurbiprofen Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D305"	"Magnesium Salicylate Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D306"	"Lumiracoxib Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D307"	"Lornoxicam Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D308"	"Phenylbutazone Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D309"	"Nepafenac Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D310"	"Trisalicylate-Choline Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D311"	"Tolmetin Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D312"	"Tiaprofenic Acid Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D313"	"Tenoxicam Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D314"	"Salsalate Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D315"	"Salicylate-Sodium Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D316"	"Salicylic Acid Action Pathway"	"HMDB0001085;HMDB0000148;HMDB0003876;HMDB0011134;HMDB0001043"	0.284830751360332	0.680543258087612	5	72	0.411111111111111
"D46"	"Ketone Body Metabolism"	"HMDB0000254;HMDB0000011"	0.307820086889885	0.680543258087612	2	13	0.609318996415771
"D288"	"Succinyl CoA: 3-Ketoacid CoA Transferase Deficiency"	"HMDB0000254;HMDB0000011"	0.307820086889885	0.680543258087612	2	13	0.609318996415771
"D47"	"Glutamate Metabolism"	"HMDB0000148;HMDB0000641;HMDB0001301;HMDB0000161;HMDB0000208;HMDB0000243;HMDB0000191;HMDB0000574;HMDB0000123;HMDB0000254"	0.320038837325804	0.680543258087612	10	50	0.288888888888889
"D95"	"2-Hydroxyglutric Aciduria (D and L Form)"	"HMDB0000148;HMDB0000641;HMDB0001301;HMDB0000161;HMDB0000208;HMDB0000243;HMDB0000191;HMDB0000574;HMDB0000123;HMDB0000254"	0.320038837325804	0.680543258087612	10	50	0.288888888888889
"D153"	"4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency"	"HMDB0000148;HMDB0000641;HMDB0001301;HMDB0000161;HMDB0000208;HMDB0000243;HMDB0000191;HMDB0000574;HMDB0000123;HMDB0000254"	0.320038837325804	0.680543258087612	10	50	0.288888888888889
"D185"	"Hyperinsulinism-Hyperammonemia Syndrome"	"HMDB0000148;HMDB0000641;HMDB0001301;HMDB0000161;HMDB0000208;HMDB0000243;HMDB0000191;HMDB0000574;HMDB0000123;HMDB0000254"	0.320038837325804	0.680543258087612	10	50	0.288888888888889
